account_value,date,daily_return
828733.8546382297,2022-07-06,
836742.0399535373,2022-07-07,0.009663156959846209
837574.5227917332,2022-07-08,0.000994909779174158
834205.7452699016,2022-07-11,-0.004022063028616296
832212.3427015727,2022-07-12,-0.002389581442745814
816796.2834197887,2022-07-13,-0.01852418966983782
811989.9198499187,2022-07-14,-0.005884409206352581
835386.3131556858,2022-07-15,0.028813649940496067
843570.7548167576,2022-07-18,0.0097971938637047
835514.755298447,2022-07-19,-0.009549880045403691
845667.4211926197,2022-07-20,0.012151390301355258
839346.1512253497,2022-07-21,-0.007474888837925464
847667.0279920391,2022-07-22,0.009913522275097009
844875.6752391476,2022-07-25,-0.003292982575367698
841806.1859985737,2022-07-26,-0.003633066178293176
845457.1375911335,2022-07-27,0.004337045335713441
860931.9380665973,2022-07-28,0.01830347132623955
871376.5282757076,2022-07-29,0.01213172580467381
873262.9767787899,2022-08-01,0.0021649062625259674
872697.1349094128,2022-08-02,-0.0006479627379420982
868022.091983437,2022-08-03,-0.005357005012353033
875388.5275986484,2022-08-04,0.00848646098209227
864560.5960971531,2022-08-05,-0.012369286505499844
874535.7410745854,2022-08-08,0.01153782050958907
866191.9613634724,2022-08-09,-0.009540810420006984
877875.7225666661,2022-08-10,0.013488651158575005
881474.7068098645,2022-08-11,0.004099651181463271
875776.4802233013,2022-08-12,-0.006464424381710909
883061.8251440548,2022-08-15,0.008318726393401032
888193.8932867703,2022-08-16,0.005811674784920395
889124.3364313054,2022-08-17,0.0010475675993357747
889025.6736815572,2022-08-18,-0.00011096620090755849
886316.7852603421,2022-08-19,-0.0030470305879888304
874810.7241062054,2022-08-22,-0.012981883391452342
866954.8251064495,2022-08-23,-0.008980112821298847
863148.3516928754,2022-08-24,-0.004390624866880244
865412.0808475309,2022-08-25,0.0026226420408677065
872749.3399294476,2022-08-26,0.00847834141017656
838808.4555433773,2022-08-29,-0.03888961335543839
841867.8989659275,2022-08-30,0.0036473683620277253
836177.4792234044,2022-08-31,-0.0067592786819793416
822807.6793498044,2022-09-01,-0.015989189144411275
838097.4792196698,2022-09-02,0.01858247103618149
825006.345249455,2022-09-06,-0.015620061263522333
823074.6327986951,2022-09-07,-0.002341451628685043
832338.7772084031,2022-09-08,0.011255533873285817
842830.4212156243,2022-09-09,0.012605016484284581
850771.4018590188,2022-09-12,0.009421801163680188
836846.8714940286,2022-09-13,-0.016366946907904745
823395.6932284341,2022-09-14,-0.016073643486985922
822065.815336432,2022-09-15,-0.0016151139761101385
810856.1151621003,2022-09-16,-0.013636013035944194
811609.0743562836,2022-09-19,0.0009285977870843176
813815.3110945649,2022-09-20,0.002718349027863054
812520.1819558319,2022-09-21,-0.0015914288181565484
795751.9582634168,2022-09-22,-0.02063730115854112
788974.4888062844,2022-09-23,-0.008517062869594416
783858.8270821938,2022-09-26,-0.006483938069823503
786032.3491851067,2022-09-27,0.002772848921027693
772765.3376927915,2022-09-28,-0.01687845481940964
776790.3910356603,2022-09-29,0.005208635981119647
744682.5502966695,2022-09-30,-0.04133398289876222
741736.777289906,2022-10-03,-0.003955743297046288
