account_value,date,daily_return
910608.7235402071,2022-04-04,
913076.8396781161,2022-04-05,0.0027104024748560995
899496.7927645419,2022-04-06,-0.01487284128065447
895781.0826421969,2022-04-07,-0.004130876454739751
899670.9859924472,2022-04-08,0.004342470973797141
899477.4756399234,2022-04-11,-0.0002150901335452593
894359.8192002261,2022-04-12,-0.005689588209039198
884206.666463547,2022-04-13,-0.011352424962201901
900608.4239797824,2022-04-14,0.018549687689910055
891647.0800848239,2022-04-18,-0.009950322089325336
897369.9302435153,2022-04-19,0.00641829069652422
916708.8966131442,2022-04-20,0.021550718068278574
925278.0767622226,2022-04-21,0.00934776588373687
908266.34405806,2022-04-22,-0.018385535258428343
879053.0219412082,2022-04-25,-0.0321638276128664
883203.6598539584,2022-04-26,0.004721715083334077
879491.3178510898,2022-04-27,-0.004203268364493029
887156.0333166354,2022-04-28,0.008714941591775105
892709.9051923983,2022-04-29,0.006260310100129507
868925.3682546847,2022-05-02,-0.026643074978077608
869340.1650533908,2022-05-03,0.00047736757822969267
866833.6711454623,2022-05-04,-0.0028832141993284655
882586.6008901828,2022-05-05,0.01817295551510356
853690.417696976,2022-05-06,-0.03274033750802685
846636.4294615024,2022-05-09,-0.0082629347703157
848386.1898336642,2022-05-10,0.002066719918105475
835198.1870985263,2022-05-11,-0.015544810716124013
824926.2791700595,2022-05-12,-0.012298767031752478
829065.7355108493,2022-05-13,0.005017971236113805
833713.6963720553,2022-05-16,0.005606263366248143
844853.5650015109,2022-05-17,0.013361743579278107
844008.7518600238,2022-05-18,-0.0009999521532296773
832906.3510909809,2022-05-19,-0.01315436687661764
832636.4390880358,2022-05-20,-0.0003240604452007245
834048.9101943745,2022-05-23,0.0016963839678765247
838302.3675536884,2022-05-24,0.005099769698545087
840677.5446758044,2022-05-25,0.002833317922084966
851976.4556056369,2022-05-26,0.01344024352903328
860693.6577006687,2022-05-27,0.010231740604656814
867780.566239487,2022-05-31,0.008233949995345435
875156.6659480442,2022-06-01,0.008499959546825586
865228.3626872409,2022-06-02,-0.011344601083564942
867278.68653978,2022-06-03,0.0023696909867483296
872194.6934062351,2022-06-06,0.005668312784289364
860886.2129222263,2022-06-07,-0.012965546075320744
869159.5713588108,2022-06-08,0.009610281024830192
861900.0050593723,2022-06-09,-0.00835239757883488
834072.0731364597,2022-06-10,-0.03228672903998375
806068.3912745822,2022-06-13,-0.03357465471367704
806467.813531052,2022-06-14,0.0004955190661155573
805813.9980555881,2022-06-15,-0.0008107149033030892
791210.2319880832,2022-06-16,-0.018122998735121798
784502.4845210422,2022-06-17,-0.008477832055061252
800607.8853694309,2022-06-21,0.020529445305990768
800970.2941981662,2022-06-22,0.00045266707380497984
816292.8562556613,2022-06-23,0.019130000411356374
825727.649178635,2022-06-24,0.011558098114751392
842386.868256699,2022-06-27,0.02017519831706638
845396.3276301731,2022-06-28,0.0035725383275526656
831948.3160334934,2022-06-29,-0.015907345652159788
822358.4998179782,2022-06-30,-0.011526937467986942
823988.8634196628,2022-07-01,0.001982546057522905
823367.6488276828,2022-07-05,-0.0007539113931732677
